"AgeComp","Year","RunAge3","RunAge4","RunAge5","RunAge6","RunAge7","Total"
"MeziadinAvg",1961,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1962,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1963,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1964,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1965,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1966,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1967,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1968,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1969,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1970,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1971,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1972,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1973,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1974,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1975,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1976,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1977,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1978,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1979,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1980,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1981,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1982,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1983,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1984,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1985,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1986,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1987,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1988,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1989,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1990,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1991,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1992,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1993,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1994,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1995,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1996,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1997,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1998,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",1999,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2000,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2001,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2002,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2003,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2004,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2005,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2006,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2007,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2008,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2009,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2010,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2011,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2012,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2013,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2014,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2015,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2016,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2017,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2018,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"MeziadinAvg",2019,0.011052632,0.251052632,0.627894737,0.109649123,0,0.999649123
"UpperNassRTAvg",1954,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1955,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1956,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1957,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1958,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1959,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1960,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1961,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1962,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1963,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1964,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1965,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1966,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1967,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1968,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1969,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1970,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1971,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1972,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1973,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1974,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1975,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1976,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1977,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1978,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1979,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1980,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1981,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1982,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1983,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1984,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1985,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1986,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1987,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1988,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1989,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1990,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1991,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1992,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1993,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1994,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1995,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1996,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1997,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1998,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",1999,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2000,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2001,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2002,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2003,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2004,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2005,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2006,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2007,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2008,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2009,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2010,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2011,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2012,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2013,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2014,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2015,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2016,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2017,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2018,0.028571429,0.617142857,0.32,0.034285714,0,1
"UpperNassRTAvg",2019,0.028571429,0.617142857,0.32,0.034285714,0,1
"AlastairAvg",1954,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1955,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1956,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1957,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1958,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1959,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1960,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1961,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1962,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1963,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1964,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1965,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1966,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1967,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1968,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1969,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1970,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1971,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1972,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1973,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1974,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1975,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1976,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1977,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1978,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1979,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1980,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1981,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1982,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1983,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1984,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1985,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1986,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1987,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1988,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1989,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1990,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1991,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1992,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1993,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1994,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1995,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1996,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1997,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1998,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",1999,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2000,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2001,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2002,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2003,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2004,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2005,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2006,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2007,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2008,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2009,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2010,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2011,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2012,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2013,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2014,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2015,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2016,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2017,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2018,0,0.033149171,0.552486188,0.414364641,0,1
"AlastairAvg",2019,0,0.033149171,0.552486188,0.414364641,0,1
"BabineAvg",1954,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1955,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1956,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1957,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1958,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1959,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1960,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1961,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1962,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1963,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1964,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1965,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1966,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1967,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1968,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1969,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1970,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1971,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1972,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1973,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1974,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1975,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1976,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1977,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1978,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1979,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1980,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1981,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1982,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1983,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1984,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1985,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1986,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1987,0.069376308,0.441111624,0.489512068,0,0,1
"BabineAvg",1988,0.069376308,0.441111624,0.489512068,0,0,1
